id,name,category,subcategory,rarity,professions,region,short_uses,file_name
55703,Lanternlit Cog 55703,Profession Tool,Alchemy Kit,Common,Mining,Duskhollow bogs,Starter kit enabling profession actions.,item_55703.png
55704,Mireborn Totem 55704,World Object,Cairn,Common,Alchemy,Duskhollow bogs,Placeable/interactive world piece for events.,item_55704.png
55705,Pilgrim's Spice 55705,Quest,Quest Item,Uncommon,Smithing,Frost Caverns,Objective item for contracts and errands.,item_55705.png
55706,Hearthworn Ink 55706,Tool,Rope,Common,Alchemy,Bramblefold hedges,Utility item for travel salvage and exploration.,item_55706.png
55707,Lanternlit Gizmo 55707,Consumable,Tonic,Common,Leatherworking,Bramblefold hedges,Everyday field supply that reduces downtime.,item_55707.png
55708,Hearthworn Needle Helm 55708,Gear,Mail Helm,Common,Tailoring,Saltmarrow strand,Baseline leveling piece with steady stats and simple flavor.,item_55708.png
55709,Ashen Fillet 55709,Trophy,Fang,Common,Alchemy,Deepwatch,Monster proof used for bounties and turn-ins.,item_55709.png
55710,Mireborn Ledger 55710,Document,Notice,Common,Fishing,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_55710.png
55711,Glimmering Compass 55711,Material,Leather,Common,Tailoring,Ashen Ridge terraces,Core trade material used in many early recipes.,item_55711.png
55712,Hearthworn Knot 55712,Consumable,Potion,Common,Leatherworking,Deepwatch,Everyday field supply that reduces downtime.,item_55712.png
55713,Cinder Cog 55713,Curio,Relic,Common,Enchanting,Glimmerdeep shore,Flavor drop that feeds quests vendors and collectors.,item_55713.png
55714,Hearthworn Ink 55714,Quest,Quest Item,Uncommon,Herbalism,Deepwatch,Objective item for contracts and errands.,item_55714.png
55715,Bramble Skein 55715,World Object,Cache,Common,Alchemy,Frost Caverns,Placeable/interactive world piece for events.,item_55715.png
55716,Pilgrim's Stitch 55716,Tool,Saw,Uncommon,Tailoring,Frostbriar trails,Utility item for travel salvage and exploration.,item_55716.png
55717,Warden's Fillet 55717,Alchemy,Essence,Common,Tailoring,Duskhollow bogs,Reliable reagent for low to mid-tier mixtures.,item_55717.png
55718,Frostbound Band 55718,Curio,Relic,Uncommon,Cooking,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_55718.png
55719,Glimmering Buckle 55719,Alchemy,Essence,Common,Mining,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_55719.png
55720,Market Compass 55720,Tool,Hammer,Rare,Engineering,Ashen Ridge terraces,Utility item for travel salvage and exploration.,item_55720.png
55721,Mireborn Gizmo 55721,Trophy,Scale,Common,Mining,Emberford outskirts,Monster proof used for bounties and turn-ins.,item_55721.png
55722,Rivercut Band 55722,Quest,Quest Item,Common,None,Glimmerdeep canals,Objective item for contracts and errands.,item_55722.png
55723,Mireborn Charm 55723,Tool,Rope,Common,Tailoring,Emberford markets,Utility item for travel salvage and exploration.,item_55723.png
55724,Pilgrim's Token 55724,Trinket,Stone,Common,Tailoring,Saltmarrow tidepools,Minor passive charm with low-power utility.,item_55724.png
55725,Bramble Gizmo 55725,Profession Tool,Smith Kit,Rare,Jewelry,Saltmarrow tidepools,Starter kit enabling profession actions.,item_55725.png
55726,Frostbound Gizmo 55726,Document,Notice,Uncommon,Herbalism,Glimmerdeep canals,Readable lore drop that hints at routes and secrets.,item_55726.png
55727,Ashen Balm 55727,Curio,Oddity,Uncommon,Enchanting,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_55727.png
55728,Frostbound Needle 55728,Alchemy,Essence,Common,None,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_55728.png
55729,Oathforged Carving 55729,Alchemy,Catalyst,Common,Enchanting,Bramblefold hedges,Reliable reagent for low to mid-tier mixtures.,item_55729.png
55730,Rivercut Tonic 55730,Curio,Relic,Common,Alchemy,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_55730.png
55731,Bramble Carving 55731,Key,Bone Key,Uncommon,Leatherworking,Frostbriar trails,Basic key used for side doors and caches.,item_55731.png
55732,Mireborn Ink 55732,Key,Bone Key,Rare,Smithing,Saltmarrow tidepools,Basic key used for side doors and caches.,item_55732.png
55733,Frostbound Brew Bracers 55733,Gear,Plate Bracers,Common,None,Ashen Ridge terraces,Baseline leveling piece with steady stats and simple flavor.,item_55733.png
55734,Pilgrim's Lantern 55734,World Object,Totem,Uncommon,Alchemy,Emberford outskirts,Placeable/interactive world piece for events.,item_55734.png
55735,Saltstained Compass Helm 55735,Gear,Mail Helm,Rare,Engineering,Glimmerdeep shore,Baseline leveling piece with steady stats and simple flavor.,item_55735.png
55736,Warden's Needle 55736,Profession Tool,Smith Kit,Common,Herbalism,Bramblefold hedges,Starter kit enabling profession actions.,item_55736.png
55737,Cinder Compass 55737,Quest,Quest Item,Common,Enchanting,Ashen Ridge terraces,Objective item for contracts and errands.,item_55737.png
55738,Cinder Charm Trinket 55738,Gear,Trinket,Common,Smithing,Glimmerdeep shore,Baseline leveling piece with steady stats and simple flavor.,item_55738.png
55739,Warden's Skein 55739,Map,Ruin Sketch,Common,Tailoring,Saltmarrow strand,Simple navigation aid that points to micro-locations.,item_55739.png
55740,Warden's Compass 55740,Map,Ruin Sketch,Common,Leatherworking,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_55740.png
55741,Hearthworn Charm 55741,Key,Copper Key,Common,Smithing,Glimmerdeep shore,Basic key used for side doors and caches.,item_55741.png
55742,Cinder Cairn 55742,Map,Cave Map,Uncommon,Alchemy,Bramblefold hedges,Simple navigation aid that points to micro-locations.,item_55742.png
55743,Oathforged Gizmo 55743,Ingredient,Grain,Rare,Leatherworking,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_55743.png
55744,Bramble Token 55744,Trophy,Scale,Uncommon,Alchemy,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_55744.png
55745,Pilgrim's Buckle 55745,Map,Trail Map,Common,Engineering,Saltmarrow strand,Simple navigation aid that points to micro-locations.,item_55745.png
55746,Warden's Cog 55746,Ingredient,Root,Common,Enchanting,Ashen Ridge terraces,Common crafting input used across cooking and alchemy.,item_55746.png
55747,Glimmering Charm 55747,Quest,Quest Item,Common,Jewelry,Emberford outskirts,Objective item for contracts and errands.,item_55747.png
55748,Stormkissed Compass 55748,Trophy,Horn,Common,Leatherworking,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_55748.png
55749,Pilgrim's Knot 55749,Material,Dye,Common,Tailoring,Bramblefold hedges,Core trade material used in many early recipes.,item_55749.png
55750,Rivercut Buckle 55750,Key,Iron Key,Common,None,Emberford outskirts,Basic key used for side doors and caches.,item_55750.png
55751,Hearthworn Cairn 55751,Tool,Rope,Common,Alchemy,Glimmerdeep canals,Utility item for travel salvage and exploration.,item_55751.png
55752,Ashen Buckle 55752,Document,Letter,Rare,Mining,Ashen Ridge terraces,Readable lore drop that hints at routes and secrets.,item_55752.png
55753,Bramble Ration 55753,Toy,Whistle,Common,Mining,Bramblefold hedges,Harmless fun item with small social value.,item_55753.png
55754,Market Brew 55754,Quest,Quest Item,Uncommon,Mining,Glimmerdeep canals,Objective item for contracts and errands.,item_55754.png
55755,Frostbound Pouch 55755,Curio,Figurine,Uncommon,Jewelry,Frost Caverns,Flavor drop that feeds quests vendors and collectors.,item_55755.png
55756,Oathforged Compass 55756,Profession Tool,Leather Kit,Rare,Engineering,Frost Caverns,Starter kit enabling profession actions.,item_55756.png
55757,Mireborn Ration 55757,Tool,Saw,Uncommon,Smithing,Frost Caverns,Utility item for travel salvage and exploration.,item_55757.png
55758,Ashen Band 55758,Trinket,Charm,Rare,Leatherworking,Frostbriar trails,Minor passive charm with low-power utility.,item_55758.png
55759,Saltstained Hook 55759,Key,Bone Key,Uncommon,Jewelry,Glimmerdeep canals,Basic key used for side doors and caches.,item_55759.png
55760,Market Ration 55760,Profession Tool,Cooking Kit,Uncommon,Leatherworking,Glimmerdeep canals,Starter kit enabling profession actions.,item_55760.png
55761,Cinder Cairn Hood 55761,Gear,Cloth Hood,Common,Engineering,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_55761.png
55762,Frostbound Totem 55762,Trinket,Stone,Common,Enchanting,Duskhollow bogs,Minor passive charm with low-power utility.,item_55762.png
55763,Dusk Pouch 55763,Tool,Torch,Common,Alchemy,Emberford outskirts,Utility item for travel salvage and exploration.,item_55763.png
55764,Cinder Talisman 55764,Trophy,Scale,Uncommon,Leatherworking,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_55764.png
55765,Pilgrim's Pouch 55765,Document,Field Note,Uncommon,Jewelry,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_55765.png
55766,Ashen Needle Staff 55766,Gear,Staff,Uncommon,Fishing,Emberford markets,Baseline leveling piece with steady stats and simple flavor.,item_55766.png
55767,Dusk Token 55767,Document,Map Scrap,Common,Alchemy,Frostbriar trails,Readable lore drop that hints at routes and secrets.,item_55767.png
55768,Glimmering Spice 55768,Toy,Whistle,Rare,Alchemy,Deepwatch,Harmless fun item with small social value.,item_55768.png
55769,Market Knot 55769,Trinket,Sigil,Uncommon,Alchemy,Frostbriar trails,Minor passive charm with low-power utility.,item_55769.png
55770,Dusk Balm 55770,Toy,Whistle,Uncommon,Enchanting,Saltmarrow strand,Harmless fun item with small social value.,item_55770.png
55771,Oathforged Totem 55771,Toy,Dice,Common,Smithing,Glimmerdeep canals,Harmless fun item with small social value.,item_55771.png
55772,Lanternlit Hook 55772,Trinket,Sigil,Uncommon,Engineering,Glimmerdeep canals,Minor passive charm with low-power utility.,item_55772.png
55773,Oathforged Seal 55773,World Object,Cache,Common,Leatherworking,Glimmerdeep shore,Placeable/interactive world piece for events.,item_55773.png
55774,Dusk Rivet 55774,Material,Wood Plank,Common,Herbalism,Glimmerdeep canals,Core trade material used in many early recipes.,item_55774.png
55775,Oathforged Knife 55775,Material,Wood Plank,Common,Engineering,Duskhollow bogs,Core trade material used in many early recipes.,item_55775.png
55776,Rivercut Carving 55776,World Object,Marker,Uncommon,Enchanting,Duskhollow bogs,Placeable/interactive world piece for events.,item_55776.png
55777,Rivercut Ledger 55777,Curio,Charm,Common,Tailoring,Duskhollow bogs,Flavor drop that feeds quests vendors and collectors.,item_55777.png
55778,Bramble Token 55778,Key,Copper Key,Common,Engineering,Emberford outskirts,Basic key used for side doors and caches.,item_55778.png
55779,Lanternlit Cairn 55779,Alchemy,Reagent,Common,Alchemy,Ashen Ridge terraces,Reliable reagent for low to mid-tier mixtures.,item_55779.png
55780,Mireborn Pouch 55780,Quest,Quest Item,Common,Mining,Emberford outskirts,Objective item for contracts and errands.,item_55780.png
55781,Market Ration 55781,Document,Notice,Uncommon,Mining,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_55781.png
55782,Dusk Cog Amulet 55782,Gear,Amulet,Common,Herbalism,Duskhollow bogs,Baseline leveling piece with steady stats and simple flavor.,item_55782.png
55783,Mireborn Ink 55783,Material,Ingot,Common,Engineering,Glimmerdeep shore,Core trade material used in many early recipes.,item_55783.png
55784,Market Cairn 55784,Trophy,Horn,Rare,Enchanting,Saltmarrow tidepools,Monster proof used for bounties and turn-ins.,item_55784.png
55785,Lanternlit Needle 55785,Quest,Quest Item,Uncommon,Fishing,Saltmarrow strand,Objective item for contracts and errands.,item_55785.png
55786,Cinder Token 55786,Trophy,Fang,Common,Leatherworking,Emberford markets,Monster proof used for bounties and turn-ins.,item_55786.png
55787,Rivercut Carving 55787,Alchemy,Phial,Common,Cooking,Glimmerdeep canals,Reliable reagent for low to mid-tier mixtures.,item_55787.png
55788,Oathforged Balm 55788,Trinket,Sigil,Common,Jewelry,Duskhollow bogs,Minor passive charm with low-power utility.,item_55788.png
55789,Pilgrim's Hook 55789,Alchemy,Phial,Common,Mining,Frost Caverns,Reliable reagent for low to mid-tier mixtures.,item_55789.png
55790,Glimmering Shard 55790,Map,Harbor Chart,Common,None,Saltmarrow strand,Simple navigation aid that points to micro-locations.,item_55790.png
55791,Pilgrim's Brew 55791,Quest,Quest Item,Common,Jewelry,Frost Caverns,Objective item for contracts and errands.,item_55791.png
55792,Frostbound Charm 55792,Profession Tool,Leather Kit,Common,Enchanting,Glimmerdeep shore,Starter kit enabling profession actions.,item_55792.png
55793,Bramble Cog 55793,Trophy,Horn,Common,Fishing,Saltmarrow strand,Monster proof used for bounties and turn-ins.,item_55793.png
55794,Dusk Charm 55794,Ingredient,Meat,Common,Smithing,Glimmerdeep shore,Common crafting input used across cooking and alchemy.,item_55794.png
55795,Dusk Tonic 55795,Tool,Rope,Common,Tailoring,Duskhollow bogs,Utility item for travel salvage and exploration.,item_55795.png
55796,Lanternlit Shard Gloves 55796,Gear,Cloth Gloves,Common,Smithing,Ashen Ridge terraces,Baseline leveling piece with steady stats and simple flavor.,item_55796.png
55797,Cinder Lantern Axe 55797,Gear,Axe,Common,Herbalism,Ashen Ridge terraces,Baseline leveling piece with steady stats and simple flavor.,item_55797.png
55798,Mireborn Pike 55798,Trinket,Sigil,Common,Engineering,Glimmerdeep shore,Minor passive charm with low-power utility.,item_55798.png
55799,Warden's Skein 55799,Trophy,Fang,Common,Alchemy,Frostbriar trails,Monster proof used for bounties and turn-ins.,item_55799.png
55800,Bramble Lantern 55800,Toy,Wooden Doll,Common,Engineering,Ashen Ridge terraces,Harmless fun item with small social value.,item_55800.png
55801,Pilgrim's Totem 55801,Material,Oil,Rare,Herbalism,Frostbriar trails,Core trade material used in many early recipes.,item_55801.png
55802,Warden's Gizmo 55802,Material,Cloth Bolt,Common,Fishing,Saltmarrow strand,Core trade material used in many early recipes.,item_55802.png
55803,Mireborn Totem 55803,Profession Tool,Leather Kit,Rare,Herbalism,Deepwatch,Starter kit enabling profession actions.,item_55803.png
55804,Hearthworn Lantern 55804,World Object,Cairn,Common,Enchanting,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_55804.png
55805,Saltstained Fillet 55805,Trophy,Fang,Uncommon,Jewelry,Duskhollow bogs,Monster proof used for bounties and turn-ins.,item_55805.png
55806,Stormkissed Rivet 55806,World Object,Marker,Common,Fishing,Duskhollow bogs,Placeable/interactive world piece for events.,item_55806.png
55807,Bramble Ration 55807,Trinket,Sigil,Uncommon,Leatherworking,Duskhollow bogs,Minor passive charm with low-power utility.,item_55807.png
55808,Oathforged Compass 55808,Map,Cave Map,Common,Cooking,Emberford outskirts,Simple navigation aid that points to micro-locations.,item_55808.png
55809,Frostbound Carving 55809,Toy,Spin Top,Common,Jewelry,Deepwatch,Harmless fun item with small social value.,item_55809.png
55810,Frostbound Shard Vest 55810,Gear,Leather Vest,Uncommon,Mining,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_55810.png
55811,Pilgrim's Knife 55811,Key,Iron Key,Uncommon,Tailoring,Ashen Ridge terraces,Basic key used for side doors and caches.,item_55811.png
55812,Glimmering Cog 55812,Consumable,Bandage,Common,Cooking,Bramblefold hedges,Everyday field supply that reduces downtime.,item_55812.png
55813,Rivercut Pouch 55813,Ingredient,Grain,Uncommon,Engineering,Saltmarrow strand,Common crafting input used across cooking and alchemy.,item_55813.png
55814,Frostbound Ledger 55814,Map,Harbor Chart,Common,Leatherworking,Frost Caverns,Simple navigation aid that points to micro-locations.,item_55814.png
55815,Dusk Skein 55815,Trophy,Scale,Common,Tailoring,Bramblefold hedges,Monster proof used for bounties and turn-ins.,item_55815.png
55816,Bramble Spice 55816,Tool,Saw,Common,Leatherworking,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_55816.png
55817,Glimmering Compass 55817,Alchemy,Essence,Common,Tailoring,Bramblefold hedges,Reliable reagent for low to mid-tier mixtures.,item_55817.png
55818,Cinder Lantern 55818,Document,Notice,Common,Enchanting,Saltmarrow tidepools,Readable lore drop that hints at routes and secrets.,item_55818.png
55819,Hearthworn Gizmo 55819,Map,Trail Map,Uncommon,Leatherworking,Emberford markets,Simple navigation aid that points to micro-locations.,item_55819.png
55820,Oathforged Buckle 55820,Map,Harbor Chart,Common,Cooking,Emberford markets,Simple navigation aid that points to micro-locations.,item_55820.png
55821,Bramble Spice 55821,Quest,Quest Item,Uncommon,Engineering,Duskhollow bogs,Objective item for contracts and errands.,item_55821.png
55822,Pilgrim's Band 55822,Profession Tool,Cooking Kit,Common,Jewelry,Bramblefold hedges,Starter kit enabling profession actions.,item_55822.png
55823,Glimmering Band 55823,Alchemy,Distillate,Common,Alchemy,Frostbriar trails,Reliable reagent for low to mid-tier mixtures.,item_55823.png
55824,Rivercut Tonic Bow 55824,Gear,Bow,Common,Enchanting,Ashen Ridge terraces,Baseline leveling piece with steady stats and simple flavor.,item_55824.png
55825,Oathforged Rivet 55825,Key,Iron Key,Rare,Leatherworking,Saltmarrow tidepools,Basic key used for side doors and caches.,item_55825.png
55826,Pilgrim's Ration 55826,Profession Tool,Alchemy Kit,Common,Cooking,Glimmerdeep shore,Starter kit enabling profession actions.,item_55826.png
55827,Dusk Lantern 55827,Material,Oil,Common,Cooking,Saltmarrow tidepools,Core trade material used in many early recipes.,item_55827.png
55828,Pilgrim's Compass 55828,Key,Salt Key,Common,Smithing,Glimmerdeep shore,Basic key used for side doors and caches.,item_55828.png
55829,Saltstained Lantern 55829,Consumable,Bandage,Rare,Fishing,Saltmarrow strand,Everyday field supply that reduces downtime.,item_55829.png
55830,Hearthworn Skein 55830,Profession Tool,Tailor Kit,Common,Jewelry,Deepwatch,Starter kit enabling profession actions.,item_55830.png
55831,Glimmering Hook 55831,Document,Letter,Common,None,Frost Caverns,Readable lore drop that hints at routes and secrets.,item_55831.png
55832,Dusk Cog 55832,Ingredient,Mushroom,Common,Alchemy,Frostbriar trails,Common crafting input used across cooking and alchemy.,item_55832.png
55833,Cinder Balm 55833,Ingredient,Berry,Common,Jewelry,Deepwatch,Common crafting input used across cooking and alchemy.,item_55833.png
55834,Bramble Totem 55834,Curio,Token,Uncommon,Mining,Frostbriar trails,Flavor drop that feeds quests vendors and collectors.,item_55834.png
55835,Dusk Ink 55835,Material,Leather,Uncommon,Jewelry,Emberford markets,Core trade material used in many early recipes.,item_55835.png
55836,Dusk Cog 55836,Consumable,Food,Common,Mining,Glimmerdeep canals,Everyday field supply that reduces downtime.,item_55836.png
55837,Rivercut Carving 55837,Quest,Quest Item,Common,Smithing,Glimmerdeep shore,Objective item for contracts and errands.,item_55837.png
55838,Frostbound Pouch 55838,Material,Glass,Rare,Leatherworking,Frost Caverns,Core trade material used in many early recipes.,item_55838.png
55839,Lanternlit Pouch 55839,Trophy,Scale,Common,None,Emberford markets,Monster proof used for bounties and turn-ins.,item_55839.png
55840,Lanternlit Seal 55840,Document,Letter,Common,Tailoring,Saltmarrow strand,Readable lore drop that hints at routes and secrets.,item_55840.png
55841,Warden's Cog 55841,Document,Letter,Uncommon,Engineering,Duskhollow bogs,Readable lore drop that hints at routes and secrets.,item_55841.png
55842,Ashen Rivet 55842,Material,Wood Plank,Common,Engineering,Deepwatch,Core trade material used in many early recipes.,item_55842.png
55843,Market Totem 55843,Ingredient,Root,Uncommon,Leatherworking,Saltmarrow tidepools,Common crafting input used across cooking and alchemy.,item_55843.png
55844,Pilgrim's Cairn 55844,Profession Tool,Fishing Kit,Common,Herbalism,Emberford markets,Starter kit enabling profession actions.,item_55844.png
55845,Bramble Knot 55845,Key,Bone Key,Common,Jewelry,Frostbriar trails,Basic key used for side doors and caches.,item_55845.png
55846,Frostbound Gizmo 55846,Quest,Quest Item,Common,None,Duskhollow bogs,Objective item for contracts and errands.,item_55846.png
55847,Warden's Rivet 55847,Ingredient,Berry,Common,Leatherworking,Glimmerdeep canals,Common crafting input used across cooking and alchemy.,item_55847.png
55848,Mireborn Knot 55848,Trinket,Sigil,Uncommon,Alchemy,Saltmarrow strand,Minor passive charm with low-power utility.,item_55848.png
55849,Stormkissed Compass 55849,World Object,Totem,Common,Herbalism,Bramblefold hedges,Placeable/interactive world piece for events.,item_55849.png
55850,Bramble Tonic 55850,Toy,Whistle,Common,Alchemy,Saltmarrow strand,Harmless fun item with small social value.,item_55850.png
55851,Warden's Token 55851,Curio,Oddity,Common,Fishing,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_55851.png
55852,Bramble Lantern 55852,Map,Trail Map,Common,Engineering,Saltmarrow strand,Simple navigation aid that points to micro-locations.,item_55852.png
55853,Glimmering Pouch 55853,Consumable,Tea,Common,Tailoring,Glimmerdeep canals,Everyday field supply that reduces downtime.,item_55853.png
55854,Market Hook 55854,Quest,Quest Item,Uncommon,Mining,Saltmarrow strand,Objective item for contracts and errands.,item_55854.png
55855,Frostbound Brew 55855,Quest,Quest Item,Common,Fishing,Emberford markets,Objective item for contracts and errands.,item_55855.png
55856,Hearthworn Knife 55856,Profession Tool,Leather Kit,Common,Engineering,Glimmerdeep canals,Starter kit enabling profession actions.,item_55856.png
55857,Glimmering Band 55857,Trophy,Scale,Common,Enchanting,Frost Caverns,Monster proof used for bounties and turn-ins.,item_55857.png
55858,Glimmering Spice 55858,Curio,Charm,Rare,Leatherworking,Glimmerdeep canals,Flavor drop that feeds quests vendors and collectors.,item_55858.png
55859,Mireborn Pouch 55859,Document,Ledger,Common,Jewelry,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_55859.png
55860,Market Talisman 55860,Tool,Compass,Uncommon,Tailoring,Saltmarrow tidepools,Utility item for travel salvage and exploration.,item_55860.png
55861,Stormkissed Stitch 55861,Ingredient,Grain,Common,Leatherworking,Saltmarrow strand,Common crafting input used across cooking and alchemy.,item_55861.png
55862,Glimmering Tonic 55862,Ingredient,Fish,Uncommon,Mining,Emberford markets,Common crafting input used across cooking and alchemy.,item_55862.png
55863,Saltstained Band 55863,Trinket,Charm,Common,Herbalism,Frost Caverns,Minor passive charm with low-power utility.,item_55863.png
55864,Bramble Skein 55864,Tool,Saw,Uncommon,Leatherworking,Glimmerdeep shore,Utility item for travel salvage and exploration.,item_55864.png
55865,Glimmering Totem 55865,Alchemy,Catalyst,Uncommon,Cooking,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_55865.png
55866,Ashen Ink 55866,Map,Ruin Sketch,Uncommon,Herbalism,Glimmerdeep shore,Simple navigation aid that points to micro-locations.,item_55866.png
55867,Pilgrim's Knot 55867,World Object,Cairn,Common,None,Ashen Ridge terraces,Placeable/interactive world piece for events.,item_55867.png
55868,Ashen Charm 55868,Tool,Hammer,Uncommon,Fishing,Saltmarrow tidepools,Utility item for travel salvage and exploration.,item_55868.png
55869,Market Ration 55869,Toy,Spin Top,Common,Fishing,Saltmarrow strand,Harmless fun item with small social value.,item_55869.png
55870,Stormkissed Stitch 55870,Map,Cave Map,Common,Enchanting,Emberford markets,Simple navigation aid that points to micro-locations.,item_55870.png
55871,Ashen Balm 55871,World Object,Marker,Uncommon,Engineering,Glimmerdeep canals,Placeable/interactive world piece for events.,item_55871.png
55872,Warden's Knife 55872,Key,Salt Key,Common,Cooking,Bramblefold hedges,Basic key used for side doors and caches.,item_55872.png
55873,Bramble Brew 55873,Trinket,Charm,Common,Jewelry,Frost Caverns,Minor passive charm with low-power utility.,item_55873.png
55874,Dusk Rivet 55874,Alchemy,Distillate,Common,Leatherworking,Saltmarrow tidepools,Reliable reagent for low to mid-tier mixtures.,item_55874.png
55875,Rivercut Needle 55875,Map,Ruin Sketch,Rare,Engineering,Duskhollow bogs,Simple navigation aid that points to micro-locations.,item_55875.png
55876,Dusk Buckle 55876,Ingredient,Grain,Common,Tailoring,Bramblefold hedges,Common crafting input used across cooking and alchemy.,item_55876.png
55877,Mireborn Ledger 55877,Document,Map Scrap,Common,Smithing,Emberford markets,Readable lore drop that hints at routes and secrets.,item_55877.png
55878,Market Knife 55878,Map,Ruin Sketch,Common,None,Saltmarrow strand,Simple navigation aid that points to micro-locations.,item_55878.png
55879,Lanternlit Buckle 55879,Trophy,Horn,Rare,Jewelry,Frost Caverns,Monster proof used for bounties and turn-ins.,item_55879.png
55880,Mireborn Carving 55880,Document,Notice,Uncommon,Enchanting,Bramblefold hedges,Readable lore drop that hints at routes and secrets.,item_55880.png
55881,Stormkissed Buckle 55881,World Object,Cairn,Common,Smithing,Frostbriar trails,Placeable/interactive world piece for events.,item_55881.png
55882,Dusk Token 55882,Ingredient,Resin,Rare,Tailoring,Deepwatch,Common crafting input used across cooking and alchemy.,item_55882.png
55883,Bramble Buckle 55883,Consumable,Tonic,Common,Smithing,Saltmarrow strand,Everyday field supply that reduces downtime.,item_55883.png
55884,Bramble Needle 55884,Trinket,Sigil,Common,Leatherworking,Bramblefold hedges,Minor passive charm with low-power utility.,item_55884.png
55885,Ashen Carving 55885,Trinket,Stone,Rare,Tailoring,Bramblefold hedges,Minor passive charm with low-power utility.,item_55885.png
55886,Market Stitch 55886,Curio,Charm,Rare,None,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_55886.png
55887,Hearthworn Tonic 55887,Consumable,Powder,Common,None,Bramblefold hedges,Everyday field supply that reduces downtime.,item_55887.png
55888,Dusk Pouch 55888,Consumable,Powder,Common,Smithing,Frostbriar trails,Everyday field supply that reduces downtime.,item_55888.png
55889,Rivercut Carving 55889,Trophy,Claw,Uncommon,Alchemy,Emberford markets,Monster proof used for bounties and turn-ins.,item_55889.png
55890,Warden's Needle 55890,Curio,Figurine,Common,Tailoring,Emberford outskirts,Flavor drop that feeds quests vendors and collectors.,item_55890.png
55891,Mireborn Skein 55891,Curio,Relic,Uncommon,Leatherworking,Duskhollow bogs,Flavor drop that feeds quests vendors and collectors.,item_55891.png
55892,Cinder Ration Shield 55892,Gear,Shield,Common,Mining,Saltmarrow tidepools,Baseline leveling piece with steady stats and simple flavor.,item_55892.png
55893,Glimmering Compass Hood 55893,Gear,Cloth Hood,Uncommon,Engineering,Emberford outskirts,Baseline leveling piece with steady stats and simple flavor.,item_55893.png
55894,Stormkissed Token 55894,Toy,Dice,Uncommon,Tailoring,Frost Caverns,Harmless fun item with small social value.,item_55894.png
55895,Oathforged Ledger 55895,Map,Cave Map,Common,Tailoring,Ashen Ridge terraces,Simple navigation aid that points to micro-locations.,item_55895.png
55896,Stormkissed Talisman 55896,Quest,Quest Item,Common,Engineering,Saltmarrow tidepools,Objective item for contracts and errands.,item_55896.png
55897,Pilgrim's Band 55897,Consumable,Food,Common,Enchanting,Emberford markets,Everyday field supply that reduces downtime.,item_55897.png
55898,Lanternlit Charm 55898,Alchemy,Essence,Common,Leatherworking,Emberford markets,Reliable reagent for low to mid-tier mixtures.,item_55898.png
55899,Ashen Token 55899,Ingredient,Sap,Common,Engineering,Deepwatch,Common crafting input used across cooking and alchemy.,item_55899.png
55900,Saltstained Knife 55900,Tool,Hammer,Uncommon,Jewelry,Bramblefold hedges,Utility item for travel salvage and exploration.,item_55900.png
55901,Ashen Band 55901,Tool,Lockpick,Common,Enchanting,Bramblefold hedges,Utility item for travel salvage and exploration.,item_55901.png
55902,Dusk Pike 55902,Quest,Quest Item,Common,Engineering,Emberford outskirts,Objective item for contracts and errands.,item_55902.png
55903,Mireborn Pike 55903,Quest,Quest Item,Uncommon,Fishing,Frost Caverns,Objective item for contracts and errands.,item_55903.png
55904,Warden's Ink 55904,Ingredient,Fish,Common,Smithing,Emberford outskirts,Common crafting input used across cooking and alchemy.,item_55904.png
55905,Rivercut Gizmo 55905,Quest,Quest Item,Common,Engineering,Frostbriar trails,Objective item for contracts and errands.,item_55905.png
55906,Glimmering Ration 55906,Trophy,Horn,Uncommon,Smithing,Deepwatch,Monster proof used for bounties and turn-ins.,item_55906.png
55907,Warden's Spice 55907,Toy,Whistle,Common,Fishing,Saltmarrow tidepools,Harmless fun item with small social value.,item_55907.png
55908,Cinder Stitch 55908,Alchemy,Phial,Common,Cooking,Emberford outskirts,Reliable reagent for low to mid-tier mixtures.,item_55908.png
